probe	SYMBOL	ENTREZID	Length
ENSG00000136457.9	CHAD	1101	1802
ENSG00000108576.9	SLC6A4	6532	6983
ENSG00000140332.15	TLE3	7090	12634
ENSG00000008196.12	TFAP2B	7021	6149
ENSG00000167755.14	KLK6	5653	1976
ENSG00000143442.21	POGZ	23126	10272
ENSG00000176907.4	TCIM	56892	1854
ENSG00000080503.22	SMARCA2	6595	18595
ENSG00000128283.6	CDC42EP1	11135	2573
ENSG00000127914.16	AKAP9	10142	18210
ENSG00000162745.10	OLFML2B	25903	3415
ENSG00000273749.4	CYFIP1	23191	10414
ENSG00000071054.16	MAP4K4	9448	11961
ENSG00000100342.20	APOL1	8542	3519
ENSG00000198265.11	HELZ	9931	15677
ENSG00000130147.15	SH3BP4	23677	7129
ENSG00000162636.15	EEIG2	284611	9355
ENSG00000120129.5	DUSP1	1843	2019
ENSG00000178685.13	PARP10	84875	6033
ENSG00000164684.13	ZNF704	619279	15008
ENSG00000120549.17	KIAA1217	56243	10807
ENSG00000114391.12	RPL24	6152	2682
ENSG00000168675.18	LDLRAD4	753	16759
ENSG00000169891.17	REPS2	9185	11311
ENSG00000136813.14	ECPAS	23392	8449
ENSG00000143157.11	POGK	57645	8448
ENSG00000159166.13	LAD1	3898	3482
ENSG00000130396.20	AFDN	4301	13720
ENSG00000108604.15	SMARCD2	6603	3734
ENSG00000158417.10	EIF5B	9669	7883
ENSG00000282034.1	NA	NA	11692
ENSG00000169223.14	LMAN2	10960	2357
ENSG00000211668.2	IGLV2-11	28816	400
ENSG00000156076.9	WIF1	11197	2368
ENSG00000055917.15	PUM2	23369	6978
ENSG00000103769.9	RAB11A	8766	5682
ENSG00000088325.15	TPX2	22974	3605
ENSG00000228502.1	NA	NA	1389
ENSG00000106105.13	GARS1	2617	4152
ENSG00000135018.13	UBQLN1	29979	7117
ENSG00000135679.22	MDM2	4193	13269
ENSG00000092201.9	SUPT16H	11198	7151
ENSG00000104824.16	HNRNPL	3191	6821
ENSG00000013364.18	MVP	9961	6141
ENSG00000173898.11	SPTBN2	6712	9137
ENSG00000132341.11	RAN	5901	4825
ENSG00000163694.14	RBM47	54502	8544
ENSG00000170373.8	CST1	1469	872
ENSG00000148358.19	GPR107	57720	9139
ENSG00000088832.16	FKBP1A	2280	2577
ENSG00000159352.15	PSMD4	5710	3027
ENSG00000143543.14	JTB	10899	1496
ENSG00000106052.13	TAX1BP1	8887	9165
ENSG00000162688.16	AGL	178	8434
ENSG00000168906.12	MAT2A	4144	4487
ENSG00000204196.5	NA	NA	498
ENSG00000171223.5	JUNB	3726	1820
ENSG00000145555.14	MYO10	4651	13963
ENSG00000156471.12	PTDSS1	9791	6295
ENSG00000132549.18	VPS13B	157680	16716
ENSG00000149716.12	LTO1	220064	7872
ENSG00000165678.20	GHITM	27069	2128
ENSG00000132676.15	DAP3	7818	4588
ENSG00000124177.14	CHD6	84181	14126
ENSG00000105388.15	CEACAM5	1048	3351
ENSG00000099783.11	HNRNPM	4670	5614
ENSG00000078618.21	NRDC	4898	6773
ENSG00000124831.18	LRRFIP1	9208	11901
ENSG00000243290.3	IGKV1-12	28940	398
ENSG00000133657.14	ATP13A3	79572	11864
ENSG00000168300.13	PCMTD1	115294	7323
ENSG00000172531.14	PPP1CA	5499	2711
ENSG00000110400.10	NECTIN1	5818	7701
ENSG00000164930.11	FZD6	8323	4065
ENSG00000183087.14	GAS6	2621	6006
ENSG00000143149.12	ALDH9A1	223	3308
ENSG00000167291.15	TBC1D16	125058	11555
ENSG00000279010.3	NA	NA	54538
ENSG00000215472.10	RPL17-C18orf32	100526842	1529
ENSG00000119900.7	OGFRL1	79627	9051
ENSG00000007933.12	FMO3	2328	3463
ENSG00000125166.12	GOT2	2806	3766
ENSG00000124006.14	OBSL1	23363	9611
ENSG00000134440.11	NARS1	4677	4089
ENSG00000156671.12	SAMD8	142891	7316
ENSG00000144746.6	ARL6IP5	10550	2522
ENSG00000129657.14	SEC14L1	6397	10850
ENSG00000131507.10	NDFIP1	80762	6024
ENSG00000168056.15	LTBP3	4054	10298
ENSG00000004799.7	PDK4	5166	4519
ENSG00000142669.14	SH3BGRL3	83442	1786
ENSG00000185559.13	DLK1	8788	5312
ENSG00000105699.16	LSR	51599	2916
ENSG00000179241.12	LDLRAD3	143458	4575
ENSG00000175582.19	RAB6A	5870	4896
ENSG00000121579.12	NAA50	80218	6436
ENSG00000149806.10	FAU	2197	1846
ENSG00000181061.13	HIGD1A	25994	1675
ENSG00000189159.15	JPT1	51155	3414
ENSG00000140391.14	TSPAN3	10099	8506
ENSG00000196498.13	NCOR2	9612	13975
ENSG00000181885.18	CLDN7	1366	2492
ENSG00000203865.9	ATP1A1-AS1	84852	2458
ENSG00000204843.12	DCTN1	1639	10439
ENSG00000138668.18	HNRNPD	3184	6981
ENSG00000255302.4	EID1	23741	2298
ENSG00000123908.11	AGO2	27161	15833
ENSG00000210135.1	NA	NA	73
ENSG00000169919.16	GUSB	2990	3992
ENSG00000188505.4	NCCRP1	342897	1978
ENSG00000178363.4	CALML3	810	2763
ENSG00000120063.9	GNA13	10672	5104
ENSG00000077232.17	DNAJC10	54431	21835
ENSG00000102996.4	MMP15	4324	4419
ENSG00000116489.12	CAPZA1	829	4130
ENSG00000079385.21	CEACAM1	634	5524
ENSG00000204463.12	BAG6	7917	5310
ENSG00000133392.17	MYH11	4629	16104
ENSG00000137166.14	FOXP4	116113	6170
ENSG00000117020.16	AKT3	10000	9475
ENSG00000179403.11	VWA1	64856	5065
ENSG00000125835.18	SNRPB	6628	1278
ENSG00000100353.17	EIF3D	8664	4070
ENSG00000090661.11	CERS4	79603	4059
ENSG00000096433.10	ITPR3	3710	9870
ENSG00000184840.11	TMED9	54732	2440
ENSG00000064601.16	CTSA	5476	5856
ENSG00000100979.14	PLTP	5360	2541
ENSG00000147162.13	OGT	8473	9812
ENSG00000165629.19	ATP5F1C	509	2326
ENSG00000140943.16	MBTPS1	8720	10238
ENSG00000116005.11	PCYOX1	51449	5870
ENSG00000158321.15	AUTS2	26053	10420
ENSG00000182580.2	EPHB3	2049	4532
ENSG00000158470.5	B4GALT5	9334	4722
ENSG00000171863.12	RPS7	6201	5583
ENSG00000240567.1	LINC02067	101243545	2845
ENSG00000176046.8	NUPR1	26471	5674
ENSG00000132688.10	NES	10763	5558
ENSG00000130208.9	APOC1	341	1231
ENSG00000116584.17	ARHGEF2	9181	9135
ENSG00000171791.12	BCL2	596	11765
ENSG00000256338.2	RPL41P2	22970	409
ENSG00000116539.12	ASH1L	55870	13296
ENSG00000115541.10	HSPE1	3336	1977
ENSG00000077274.8	CAPN6	827	3568
ENSG00000073849.14	ST6GAL1	6480	9151
ENSG00000117868.15	ESYT2	57488	7098
ENSG00000159840.15	ZYX	7791	3482
ENSG00000139083.10	ETV6	2120	7075
ENSG00000140396.12	NCOA2	10499	10026
ENSG00000156515.21	HK1	3098	6073
ENSG00000186493.11	NA	NA	1925
ENSG00000145451.12	GLRA3	8001	9599
ENSG00000156261.12	CCT8	10694	3341
ENSG00000156735.10	BAG4	9530	4809
ENSG00000114770.16	ABCC5	10057	11441
ENSG00000214753.2	HNRNPUL2	221092	5293
ENSG00000163697.16	APBB2	323	12956
ENSG00000197321.14	SVIL	6840	9937
ENSG00000130600.17	H19	283120	2825
ENSG00000131748.15	STARD3	10948	5160
ENSG00000006625.17	GGCT	79017	1597
ENSG00000188612.11	SUMO2	6613	3372
ENSG00000244687.11	UBE2V1	7335	4818
ENSG00000099219.13	ERMP1	79956	6528
ENSG00000127616.17	SMARCA4	6597	11067
ENSG00000112851.14	ERBIN	55914	10216
ENSG00000092148.12	HECTD1	25831	12557
ENSG00000159658.10	EFCAB14	9813	6285
ENSG00000179818.13	NA	NA	19619
ENSG00000013306.15	SLC25A39	51629	3526
ENSG00000175220.11	ARHGAP1	392	6138
ENSG00000100362.12	PVALB	5816	1050
ENSG00000166426.7	CRABP1	1381	993
ENSG00000196628.15	TCF4	6925	27828
ENSG00000197226.12	TBC1D9B	23061	11473
ENSG00000237940.3	NA	NA	2854
ENSG00000198682.12	PAPSS2	9060	4083
ENSG00000138279.15	ANXA7	310	2862
ENSG00000169047.5	IRS1	3667	9953
ENSG00000227097.5	NA	NA	210
ENSG00000152082.13	MZT2B	80097	1815
ENSG00000118181.10	RPS25	6230	1477
ENSG00000155097.11	ATP6V1C1	528	5851
ENSG00000064666.14	CNN2	1265	3645
ENSG00000111206.12	FOXM1	2305	4899
ENSG00000143653.9	SCCPDH	51097	2503
ENSG00000101856.9	PGRMC1	10857	1919
ENSG00000185883.11	ATP6V0C	527	1498
ENSG00000122862.4	SRGN	5552	1220
ENSG00000101294.16	HM13	81502	10000
ENSG00000124222.22	STX16	8675	5099
ENSG00000254996.5	ANKHD1-EIF4EBP3	404734	11385
ENSG00000136504.11	KAT7	11143	11749
ENSG00000118257.16	NRP2	8828	13896
ENSG00000123143.12	PKN1	5585	4606
ENSG00000170832.12	USP32	84669	7755
ENSG00000166741.7	NNMT	4837	2919
ENSG00000226608.3	NA	NA	528
ENSG00000269858.5	EGLN2	112398	6577
ENSG00000182704.7	TSKU	25987	4131
ENSG00000006756.15	ARSD	414	7030
ENSG00000164574.15	GALNT10	55568	10496
ENSG00000062485.18	CS	1431	6402
ENSG00000076604.14	TRAF4	9618	4596
ENSG00000278845.4	MRPL45	84311	1705
ENSG00000108774.14	RAB5C	5878	2761
ENSG00000177628.15	GBA1	2629	3648
ENSG00000160948.13	VPS28	51160	3769
ENSG00000155511.17	GRIA1	2890	7636
ENSG00000117525.13	F3	2152	2875
ENSG00000144224.16	UBXN4	23190	5112
ENSG00000178104.19	PDE4DIP	9659	27623
ENSG00000010610.9	CD4	920	4583
ENSG00000108932.11	SLC16A6	9120	4061
ENSG00000138080.13	EMILIN1	11117	3958
ENSG00000142910.15	TINAGL1	64129	5281
ENSG00000170921.15	TANC2	26115	22866
ENSG00000183199.6	HSP90AB3P	3327	2173
ENSG00000101150.17	TPD52L2	7165	4694
ENSG00000116285.12	ERRFI1	54206	4186
ENSG00000156096.13	UGT2B4	7363	2506
ENSG00000164404.8	GDF9	2661	3279
ENSG00000008282.8	SYPL1	6856	2804
ENSG00000173334.3	TRIB1	10221	4138
ENSG00000123240.16	OPTN	10133	5138
ENSG00000105438.8	KDELR1	10945	2251
ENSG00000164932.12	CTHRC1	115908	1776
ENSG00000172380.5	GNG12	55970	4724
ENSG00000185164.14	NOMO2	283820	6801
ENSG00000101367.8	MAPRE1	22919	2623
ENSG00000234287.1	NA	NA	255
ENSG00000257103.8	LSM14A	26065	4748
ENSG00000196591.11	HDAC2	3066	15461
ENSG00000269926.1	NA	NA	847
ENSG00000114115.9	RBP1	5947	3905
ENSG00000176485.11	PLAAT3	11145	3116
ENSG00000145675.14	PIK3R1	5295	10767
ENSG00000198901.13	PRC1	9055	5525
ENSG00000161671.16	EMC10	284361	10748
ENSG00000167608.11	TMC4	147798	3062
ENSG00000101343.14	CRNKL1	51340	4567
ENSG00000105849.5	POLR1F	221830	3997
ENSG00000154305.16	MIA3	375056	10171
ENSG00000113441.15	LNPEP	4012	15266
ENSG00000089127.12	OAS1	4938	4947
ENSG00000166197.16	NOLC1	9221	3970
ENSG00000109572.13	CLCN3	1182	8123
ENSG00000108848.15	LUC7L3	51747	8151
ENSG00000116679.15	IVNS1ABP	10625	7929
ENSG00000185477.4	GPRIN3	285513	15205
ENSG00000224578.4	HNRNPA1L3	642659	1377
ENSG00000144283.21	PKP4	8502	9525
ENSG00000169490.16	TM2D2	83877	4459
ENSG00000103811.15	CTSH	1512	5892
ENSG00000005249.12	PRKAR2B	5577	4318
ENSG00000198900.5	TOP1	7150	3738
ENSG00000211445.11	GPX3	2878	3163
ENSG00000119655.10	NPC2	10577	2749
ENSG00000104320.13	NBN	4683	6156
ENSG00000101161.7	PRPF6	24148	3044
ENSG00000106565.17	TMEM176B	28959	1979
ENSG00000004455.16	AK2	204	5727
ENSG00000162368.13	CMPK1	51727	3844
ENSG00000116857.16	TMEM9	252839	3915
ENSG00000151552.11	QDPR	5860	3059
ENSG00000188895.11	MSL1	339287	7397
ENSG00000143947.13	RPS27A	6233	3130
ENSG00000152952.11	PLOD2	5352	7646
ENSG00000170465.9	KRT6C	286887	2896
ENSG00000110090.12	CPT1A	1374	6565
ENSG00000162430.16	SELENON	57190	4424
ENSG00000076108.11	BAZ2A	11176	10918
ENSG00000115760.13	BIRC6	57448	17723
ENSG00000229344.1	MTCO2P12	107075310	682
ENSG00000095015.5	MAP3K1	4214	7716
ENSG00000101224.17	CDC25B	994	4314
ENSG00000148735.14	PLEKHS1	79949	5402
ENSG00000244575.3	IGKV1-27	28935	382
ENSG00000099282.9	TSPAN15	23555	2646
ENSG00000157214.13	STEAP2	261729	8715
ENSG00000111481.9	COPZ1	22818	3901
ENSG00000024048.10	UBR2	23304	8840
ENSG00000165140.9	FBP1	2203	1739
ENSG00000197496.5	SLC2A10	81031	5000
ENSG00000162607.12	USP1	7398	4263
ENSG00000143514.16	TP53BP2	7159	5991
ENSG00000259529.1	NA	NA	4798
ENSG00000178952.10	TUFM	7284	2271
ENSG00000125505.16	MBOAT7	79143	5292
ENSG00000235123.5	DSCAM-AS1	100506492	1769
ENSG00000115762.16	PLEKHB2	55041	6728
ENSG00000171105.13	INSR	3643	10451
ENSG00000178252.17	WDR6	11180	5304
ENSG00000103202.12	NME4	4833	3670
ENSG00000178695.5	KCTD12	115207	6225
ENSG00000213694.3	S1PR3	1903	8754
ENSG00000154122.12	ANKH	56172	10865
ENSG00000177731.15	FLII	2314	6465
ENSG00000106780.8	MEGF9	1955	6298
ENSG00000091039.16	OSBPL8	114882	9198
ENSG00000111328.6	CDK2AP1	8099	3117
ENSG00000167615.16	LENG8	114823	6469
ENSG00000214182.5	NA	NA	1162
ENSG00000228232.1	NA	NA	1005
ENSG00000112769.18	LAMA4	3910	11575
ENSG00000108468.14	CBX1	10951	3087
ENSG00000168066.20	SF1	7536	5972
ENSG00000185551.14	NR2F2	7026	6459
ENSG00000226084.5	RPL17P6	645441	555
ENSG00000106546.12	AHR	196	6661
ENSG00000156453.13	PCDH1	5097	5903
ENSG00000006118.14	TMEM132A	54972	7271
ENSG00000213047.12	DENND1B	163486	13203
ENSG00000136149.6	RPL13AP25	100287887	612
ENSG00000100243.20	CYB5R3	1727	5973
ENSG00000152348.15	ATG10	83734	5449
ENSG00000132254.12	ARFIP2	23647	5312
ENSG00000244274.7	DBNDD2	55861	2764
ENSG00000174718.11	RESF1	55196	6646
ENSG00000182446.13	NPLOC4	55666	9574
ENSG00000187555.14	USP7	7874	7969
ENSG00000132589.15	FLOT2	2319	3336
ENSG00000102854.15	MSLN	10232	2560
ENSG00000166557.12	TMED3	23423	19470
ENSG00000111674.8	ENO2	2026	4281
ENSG00000165795.23	NDRG2	57447	7550
ENSG00000131504.15	DIAPH1	1729	7082
ENSG00000170515.13	PA2G4	5036	3795
ENSG00000109686.17	SH3D19	152503	7789
ENSG00000131503.20	ANKHD1	54882	11124
ENSG00000152795.17	HNRNPDL	9987	5476
ENSG00000165507.8	DEPP1	11067	2979
ENSG00000101421.3	CHMP4B	128866	1646
ENSG00000114978.17	MOB1A	55233	6440
ENSG00000136603.13	SKIL	6498	7782
ENSG00000174827.13	PDZK1	5174	2480
ENSG00000117528.11	ABCD3	5825	7519
ENSG00000104205.12	SGK3	23678	6007
ENSG00000100600.14	LGMN	5641	3899
ENSG00000084090.13	STARD7	56910	4414
ENSG00000116288.12	PARK7	11315	2397
ENSG00000267458.1	NA	NA	270
ENSG00000167306.19	MYO5B	4645	10488
ENSG00000179456.10	ZBTB18	10472	3906
ENSG00000110911.14	SLC11A2	4891	9823
ENSG00000184575.11	XPOT	11260	7364
ENSG00000179295.17	PTPN11	5781	7023
ENSG00000084733.10	RAB10	10890	3631
ENSG00000164742.14	ADCY1	107	13530
ENSG00000066027.11	PPP2R5A	5525	3825
ENSG00000116221.15	MRPL37	51253	2549
ENSG00000143183.16	TMCO1	54499	5584
ENSG00000151458.11	ANKRD50	57182	8794
ENSG00000136810.12	TXN	7295	1142
ENSG00000138758.11	SEPTIN11	55752	9787
ENSG00000211678.2	NA	NA	176
ENSG00000185352.8	HS6ST3	266722	7806
ENSG00000231475.3	IGHV4-30-2	28398	428
ENSG00000254806.5	SYS1-DBNDD2	767557	1402
ENSG00000124762.13	CDKN1A	1026	3050
ENSG00000163638.13	ADAMTS9	56999	10680
ENSG00000125347.13	IRF1	3659	7799
ENSG00000162923.14	WDR26	80232	10481
ENSG00000132466.18	ANKRD17	26057	12042
ENSG00000198231.12	DDX42	11325	8521
ENSG00000171848.13	RRM2	6241	4955
ENSG00000104870.12	FCGRT	2217	4173
ENSG00000089154.10	GCN1	10985	9654
ENSG00000055332.16	EIF2AK2	5610	10753
ENSG00000130294.15	KIF1A	547	12357
ENSG00000130300.8	PLVAP	83483	2305
ENSG00000099204.18	ABLIM1	3983	9871
ENSG00000249855.1	EEF1A1P19	100421796	1382
ENSG00000168685.14	IL7R	3575	6060
ENSG00000196235.13	SUPT5H	6829	8568
ENSG00000259583.2	ALDH1A3-AS1	101927751	6792
ENSG00000143162.7	CREG1	8804	2688
ENSG00000173418.11	NAA20	51126	2376
ENSG00000140319.10	SRP14	6727	2005
ENSG00000134013.15	LOXL2	4017	5707
ENSG00000167548.14	KMT2D	8085	20476
ENSG00000124201.14	ZNFX1	57169	9340
ENSG00000093072.15	ADA2	51816	5800
ENSG00000008952.16	SEC62	7095	7928
ENSG00000123349.13	PFDN5	5204	3380
ENSG00000100393.12	EP300	2033	12500
ENSG00000065054.13	NHERF2	9351	3550
ENSG00000117143.13	UAP1	6675	3437
ENSG00000110696.9	C11orf58	10944	8675
ENSG00000084754.10	HADHA	3030	3811
ENSG00000129128.12	SPCS3	60559	6831
ENSG00000196352.14	CD55	1604	5568
ENSG00000079459.12	FDFT1	2222	5202
ENSG00000160691.18	SHC1	6464	4342
ENSG00000161638.10	ITGA5	3678	7577
ENSG00000177156.10	TALDO1	6888	3005
ENSG00000143845.14	ETNK2	55224	4472
ENSG00000176986.15	SEC24C	9632	5341
ENSG00000109321.10	AREG	374	1648
ENSG00000115464.14	USP34	9736	18125
ENSG00000071575.11	TRIB2	28951	4588
ENSG00000125851.9	PCSK2	5126	7078
ENSG00000124151.18	NCOA3	8202	8402
ENSG00000170144.20	HNRNPA3	220988	6033
ENSG00000077235.17	GTF3C1	2975	11562
ENSG00000141429.13	GALNT1	2589	5126
ENSG00000126432.13	PRDX5	25824	893
ENSG00000101290.13	CDS2	8760	11893
ENSG00000165105.9	RASEF	158158	6649
ENSG00000065000.15	AP3D1	8943	8601
ENSG00000198961.9	PJA2	9867	5217
ENSG00000164828.17	SUN1	23353	11811
ENSG00000157303.10	SUSD3	203328	1263
ENSG00000152601.17	MBNL1	4154	9989
ENSG00000196411.9	EPHB4	2050	6435
ENSG00000109606.12	DHX15	1665	8162
ENSG00000167635.11	ZNF146	7705	4146
ENSG00000170248.13	PDCD6IP	10015	9038
ENSG00000215492.6	NA	NA	963
ENSG00000110075.14	PPP6R3	55291	8305
ENSG00000081923.11	ATP8B1	5205	6652
ENSG00000134247.9	PTGFRN	5738	6352
ENSG00000198431.15	TXNRD1	7296	6708
ENSG00000007168.12	PAFAH1B1	5048	8127
ENSG00000164171.10	ITGA2	3673	7910
ENSG00000112559.13	MDFI	4188	2523
ENSG00000104774.12	MAN2B1	4125	5374
ENSG00000099250.17	NRP1	8829	11522
ENSG00000136888.6	ATP6V1G1	9550	1305
ENSG00000162545.5	CAMK2N1	55450	2615
ENSG00000137962.12	ARHGAP29	9411	15524
ENSG00000229117.8	RPL41	6171	1088
ENSG00000100300.17	TSPO	706	1455
ENSG00000115107.19	STEAP3	55240	4562
ENSG00000119917.13	IFIT3	3437	2640
ENSG00000058804.11	NDC1	55706	5135
ENSG00000130816.14	DNMT1	1786	9796
ENSG00000163346.16	PBXIP1	57326	3851
ENSG00000144730.17	IL17RD	54756	9561
ENSG00000105835.11	NAMPT	10135	9049
ENSG00000055609.17	KMT2C	58508	20114
ENSG00000145703.15	IQGAP2	10788	7904
ENSG00000198752.10	CDC42BPB	9578	8009
ENSG00000120802.13	TMPO	7112	8593
ENSG00000088812.17	ATRN	8455	8753
ENSG00000184900.15	SUMO3	6612	2732
ENSG00000125827.8	TMX4	56255	6579
ENSG00000182831.11	HAPSTR1	29035	15875
ENSG00000087116.14	ADAMTS2	9509	8726
ENSG00000136478.7	TEX2	55852	9094
ENSG00000126878.12	AIF1L	83543	5299
ENSG00000110422.11	HIPK3	10114	7958
ENSG00000088986.10	DYNLL1	8655	2957
ENSG00000150961.14	SEC24D	9871	9920
ENSG00000136960.12	ENPP2	5168	6729
ENSG00000105825.11	TFPI2	7980	2663
ENSG00000130826.17	DKC1	1736	4203
ENSG00000100401.19	RANGAP1	5905	5348
ENSG00000123358.19	NR4A1	3164	7295
ENSG00000198832.10	SELENOM	140606	3187
ENSG00000147604.13	RPL7	6129	2907
ENSG00000080573.6	COL5A3	50509	6750
ENSG00000135047.14	CTSL	1514	2366
ENSG00000179632.9	MAF1	84232	2377
ENSG00000186480.12	INSIG1	3638	3650
ENSG00000149485.18	FADS1	3992	10230
ENSG00000104723.20	TUSC3	7991	5190
ENSG00000153147.5	SMARCA5	8467	8385
ENSG00000136938.8	ANP32B	10541	1850
ENSG00000225067.4	NA	NA	466
ENSG00000117713.18	ARID1A	8289	15922
ENSG00000104823.8	ECH1	1891	2467
ENSG00000110713.15	NUP98	4928	9905
ENSG00000111266.8	DUSP16	80824	5724
ENSG00000196712.17	NF1	4763	27130
ENSG00000183935.5	NA	NA	4411
ENSG00000103363.14	ELOB	6923	1128
ENSG00000185803.8	SLC52A2	79581	2926
ENSG00000182307.12	C8orf33	65265	3378
ENSG00000213585.10	VDAC1	7416	3163
ENSG00000182578.13	CSF1R	1436	5151
ENSG00000107331.16	ABCA2	20	11514
ENSG00000073060.15	SCARB1	949	7741
ENSG00000165959.11	CLMN	79789	15701
ENSG00000011426.10	ANLN	54443	6012
ENSG00000214078.12	CPNE1	8904	3608
ENSG00000181092.9	ADIPOQ	9370	4613
ENSG00000102893.15	PHKB	5257	11822
ENSG00000140403.12	DNAJA4	55466	6591
ENSG00000138821.12	SLC39A8	64116	6480
ENSG00000108091.10	CCDC6	8030	7345
ENSG00000123505.15	AMD1	262	7027
ENSG00000127483.17	HP1BP3	50809	7442
ENSG00000155380.11	SLC16A1	6566	5312
ENSG00000149100.12	EIF3M	10480	7428
ENSG00000162729.13	IGSF8	93185	2592
ENSG00000100997.18	ABHD12	26090	3429
ENSG00000135226.17	UGT2B28	54490	1833
ENSG00000100412.15	ACO2	50	4041
ENSG00000107731.12	UNC5B	219699	6841
ENSG00000111666.10	CHPT1	56994	6004
ENSG00000243238.1	IGKV2-30	28919	390
ENSG00000010404.17	IDS	3423	9292
ENSG00000136193.16	SCRN1	9805	6046
ENSG00000136944.17	LMX1B	4010	5830
ENSG00000090621.13	PABPC4	8761	6782
ENSG00000254870.5	ATP6V1G2-DDX39B	100532737	2372
ENSG00000073584.18	SMARCE1	6605	11022
ENSG00000047346.12	ATOSA	56204	9832
ENSG00000241973.10	PI4KA	5297	11407
ENSG00000145391.13	SETD7	80854	13916
ENSG00000196542.8	SPTSSB	165679	3745
ENSG00000169347.16	GP2	2813	4048
ENSG00000020129.15	NCDN	23154	4917
ENSG00000137942.16	FNBP1L	54874	5798
ENSG00000146242.8	TPBG	7162	6904
ENSG00000165672.6	PRDX3	10935	3417
ENSG00000143797.11	MBOAT2	129642	8798
ENSG00000198898.13	CAPZA2	830	8425
ENSG00000213928.8	IRF9	10379	3794
ENSG00000100030.14	MAPK1	5594	11336
ENSG00000100380.13	ST13	6767	4147
ENSG00000176641.10	RNF152	220441	10632
ENSG00000121073.13	SLC35B1	10237	5919
ENSG00000115267.5	IFIH1	64135	4528
ENSG00000164099.3	PRSS12	8492	5725
ENSG00000132849.19	PATJ	10207	11867
ENSG00000211900.2	IGHJ6	28475	61
ENSG00000213593.9	TMX2	51075	2246
ENSG00000075618.17	FSCN1	6624	3692
ENSG00000135549.14	PKIB	5570	3432
ENSG00000132613.14	MTSS2	92154	4999
ENSG00000112299.7	VNN1	8876	3106
ENSG00000110880.10	CORO1C	23603	6532
ENSG00000148400.9	NOTCH1	4851	9880
ENSG00000113384.13	GOLPH3	64083	2785
ENSG00000261236.7	BOP1	23246	3716
ENSG00000186010.18	NDUFA13	51079	2708
ENSG00000151461.19	UPF2	26019	5906
ENSG00000107957.16	SH3PXD2A	9644	11756
ENSG00000110315.6	RNF141	50862	7820
ENSG00000157613.10	CREB3L1	90993	4037
ENSG00000143217.8	NECTIN4	81607	3502
ENSG00000216866.5	RPS2P55	286444	883
ENSG00000138688.15	BLTP1	84162	20470
ENSG00000122034.14	GTF3A	2971	3001
ENSG00000122515.14	ZMIZ2	83637	7339
ENSG00000261150.2	EPPK1	83481	16002
ENSG00000011260.13	UTP18	51096	2721
ENSG00000260272.1	NA	NA	1944
ENSG00000109685.17	NSD2	7468	19776
ENSG00000054118.13	THRAP3	9967	4736
ENSG00000177728.16	TMEM94	9772	8854
ENSG00000254741.1	NA	NA	431
ENSG00000163975.11	MELTF	4241	8393
ENSG00000170099.5	SERPINA6	866	1852
ENSG00000103266.10	STUB1	10273	2316
ENSG00000179918.18	SEPHS2	22928	2551
ENSG00000101193.7	GID8	54994	4622
ENSG00000163531.15	NFASC	23114	21271
ENSG00000163755.8	HPS3	84343	6256
ENSG00000157240.3	FZD1	8321	6963
ENSG00000270647.5	TAF15	8148	5909
ENSG00000162337.11	LRP5	4041	6164
ENSG00000138443.15	ABI2	10152	23331
ENSG00000111110.11	PPM1H	57460	7063
ENSG00000160888.6	IER2	9592	3072
ENSG00000120251.18	GRIA2	2891	8941
ENSG00000136026.13	CKAP4	10970	3638
ENSG00000187653.11	NA	NA	135
ENSG00000185591.9	SP1	6667	8083
ENSG00000141580.15	WDR45B	56270	3542
ENSG00000152818.18	UTRN	7402	14604
ENSG00000108671.9	PSMD11	5717	7200
ENSG00000136451.8	VEZF1	7716	4913
ENSG00000142657.20	PGD	5226	2966
ENSG00000262477.1	NA	NA	857
ENSG00000143252.14	SDHC	6391	14160
ENSG00000182473.21	EXOC7	23265	10086
ENSG00000124571.17	XPO5	57510	8522
ENSG00000139211.6	AMIGO2	347902	3956
ENSG00000102580.14	DNAJC3	5611	5591
ENSG00000138735.15	PDE5A	8654	9775
ENSG00000245910.8	NA	NA	1247
ENSG00000073737.16	DHRS9	10170	3750
ENSG00000152137.6	HSPB8	26353	2860
ENSG00000168758.10	SEMA4C	54910	6157
ENSG00000110107.8	PRPF19	27339	2739
ENSG00000118689.14	FOXO3	2309	7721
ENSG00000177410.12	ZFAS1	441951	2243
ENSG00000101558.13	VAPA	9218	11880
ENSG00000197451.11	HNRNPAB	3182	2144
ENSG00000163382.11	NAXE	128240	1933
ENSG00000171570.10	NA	NA	2589
ENSG00000114450.9	GNB4	59345	7035
ENSG00000065427.14	KARS1	3735	4065
ENSG00000116882.14	HAO2	51179	1877
ENSG00000101384.11	JAG1	182	8534
ENSG00000196821.9	ILRUN	64771	4551
ENSG00000197386.10	HTT	3064	18128
ENSG00000167325.14	RRM1	6240	4177
ENSG00000121057.12	AKAP1	8165	5399
ENSG00000237441.9	RGL2	5863	4541
ENSG00000074416.13	MGLL	11343	10102
ENSG00000103534.16	TMC5	79838	6393
ENSG00000226415.1	NA	NA	750
ENSG00000187735.13	TCEA1	6917	4415
ENSG00000157654.17	PALM2AKAP2	445815	8203
ENSG00000100647.7	SUSD6	9766	5830
ENSG00000070193.4	FGF10	2255	3011
ENSG00000134184.12	GSTM1	2944	2512
