probe	SYMBOL	ENTREZID
ENSG00000187650.3	VMAC	400673
ENSG00000187658.6	C5orf52	100190949
ENSG00000187664.8	HAPLN4	404037
ENSG00000187672.12	ERC2	26059
ENSG00000187676.7	B3GLCT	145173
ENSG00000187678.8	SPRY4	81848
ENSG00000187682.2	ERAS	3266
ENSG00000187688.14	TRPV2	51393
ENSG00000187689.9	AMTN	401138
ENSG00000187690.3	CXorf67	340602
ENSG00000187695.8	NA	NA
ENSG00000187699.10	C2orf88	84281
ENSG00000187701.4	OR2T27	403239
ENSG00000187713.6	TMEM203	94107
ENSG00000187714.6	SLC18A3	6572
ENSG00000187715.13	KBTBD12	166348
ENSG00000187720.14	THSD4	79875
ENSG00000187726.8	DNAJB13	374407
ENSG00000187730.8	GABRD	2563
ENSG00000187733.6	AMY1C	278
ENSG00000187735.13	TCEA1	6917
ENSG00000187736.12	NHEJ1	79840
ENSG00000187741.14	FANCA	2175
ENSG00000187742.14	SECISBP2	79048
ENSG00000187747.2	OR52B6	340980
ENSG00000187753.12	C9orf153	389766
ENSG00000187754.8	SSX7	280658
ENSG00000187758.7	ADH1A	124
ENSG00000187764.11	SEMA4D	10507
ENSG00000187766.1	KRTAP10-8	386681
ENSG00000187772.7	LIN28B	389421
ENSG00000187773.8	FAM69C	125704
ENSG00000187775.16	DNAH17	8632
ENSG00000187778.13	MCRS1	10445
ENSG00000187783.11	TMEM72	643236
ENSG00000187790.10	FANCM	57697
ENSG00000187791.12	FAM205C	100129969
ENSG00000187792.4	ZNF70	7621
ENSG00000187796.14	CARD9	64170
ENSG00000187800.13	PEAR1	375033
ENSG00000187801.14	ZFP69B	65243
ENSG00000187806.7	TMEM202	338949
ENSG00000187808.4	SOWAHD	347454
ENSG00000187815.9	ZFP69	339559
ENSG00000187821.8	HELT	391723
ENSG00000187823.3	RTL4	340595
ENSG00000187824.8	TMEM220	388335
ENSG00000187833.7	C2orf78	388960
ENSG00000187837.3	HIST1H1C	3006
ENSG00000187838.16	PLSCR3	57048
ENSG00000187840.4	EIF4EBP1	1978
ENSG00000187848.12	P2RX2	22953
ENSG00000187855.5	ASCL4	121549
ENSG00000187857.4	OR6C75	390323
ENSG00000187860.10	CCDC157	550631
ENSG00000187862.11	TTC24	164118
ENSG00000187866.8	FAM122A	116224
ENSG00000187867.8	PALM3	342979
ENSG00000187871.2	GFRAL	389400
ENSG00000187889.12	FYB2	199920
ENSG00000187902.11	SHISA7	729956
ENSG00000187905.10	LRRC74B	400891
ENSG00000187908.16	DMBT1	1755
ENSG00000187912.11	CLEC17A	388512
ENSG00000187918.5	OR51I2	390064
ENSG00000187922.13	LCN10	414332
ENSG00000187942.11	LDLRAD2	401944
ENSG00000187944.2	C2orf66	401027
ENSG00000187950.8	OVCH1	341350
ENSG00000187951.10	ARHGAP11B	89839
ENSG00000187954.12	CYHR1	50626
ENSG00000187955.11	COL14A1	7373
ENSG00000187957.7	DNER	92737
ENSG00000187959.9	CPSF4L	642843
ENSG00000187961.13	KLHL17	339451
ENSG00000187969.5	ZCCHC13	389874
ENSG00000187980.6	PLA2G2C	391013
ENSG00000187987.9	ZSCAN23	222696
ENSG00000187994.13	RINL	126432
ENSG00000187997.11	C17orf99	100141515
ENSG00000188000.4	OR7D2	162998
ENSG00000188001.9	TPRG1	285386
ENSG00000188004.9	SNHG28	NA
ENSG00000188010.12	MORN2	729967
ENSG00000188011.5	RTP5	285093
ENSG00000188015.9	S100A3	6274
ENSG00000188021.8	UBQLN2	29978
ENSG00000188026.12	RILPL1	353116
ENSG00000188032.9	C19orf67	646457
ENSG00000188033.9	ZNF490	57474
ENSG00000188037.10	CLCN1	1180
ENSG00000188038.7	NRN1L	123904
ENSG00000188039.13	NWD1	284434
ENSG00000188042.7	ARL4C	10123
ENSG00000188050.2	RNF133	168433
ENSG00000188051.6	TMEM221	100130519
ENSG00000188056.11	TREML4	285852
ENSG00000188060.7	RAB42	115273
ENSG00000188064.9	WNT7B	7477
ENSG00000188070.9	C11orf95	65998
ENSG00000188076.2	SCGB1C1	147199
ENSG00000188086.13	PRSS45	377047
ENSG00000188089.13	PLA2G4E	123745
ENSG00000188092.14	GPR89B	51463
ENSG00000188095.4	MESP2	145873
ENSG00000188100.8	FAM25A	643161
ENSG00000188107.14	EYS	346007
ENSG00000188112.8	C6orf132	647024
ENSG00000188120.14	DAZ1	1617
ENSG00000188124.3	OR2AG2	338755
ENSG00000188130.13	MAPK12	6300
ENSG00000188133.5	TMEM215	401498
ENSG00000188152.12	NUTM2G	441457
ENSG00000188153.12	COL4A5	1287
ENSG00000188155.11	KRTAP10-6	386674
ENSG00000188157.14	AGRN	375790
ENSG00000188158.14	NHS	4810
ENSG00000188162.10	OTOG	340990
ENSG00000188163.7	FAM166A	401565
ENSG00000188167.8	TMPPE	643853
ENSG00000188171.15	ZNF626	199777
ENSG00000188175.9	HEPACAM2	253012
ENSG00000188176.11	SMTNL2	342527
ENSG00000188177.13	ZC3H6	376940
ENSG00000188186.10	LAMTOR4	389541
ENSG00000188191.14	PRKAR1B	5575
ENSG00000188199.10	NUTM2B	729262
ENSG00000188211.8	NCR3LG1	374383
ENSG00000188215.9	DCUN1D3	123879
ENSG00000188219.14	POTEE	445582
ENSG00000188227.12	ZNF793	390927
ENSG00000188229.5	TUBB4B	10383
ENSG00000188234.13	AGAP4	119016
ENSG00000188243.12	COMMD6	170622
ENSG00000188257.10	PLA2G2A	5320
ENSG00000188263.10	IL17REL	400935
ENSG00000188266.13	HYKK	123688
ENSG00000188269.9	OR7A5	26659
ENSG00000188277.9	C15orf62	643338
ENSG00000188282.12	RUFY4	285180
ENSG00000188283.11	ZNF383	163087
ENSG00000188290.10	HES4	57801
ENSG00000188293.5	IGFL1	374918
ENSG00000188295.14	ZNF669	79862
ENSG00000188305.5	C19orf35	374872
ENSG00000188306.6	LRRIQ4	344657
ENSG00000188312.13	CENPP	401541
ENSG00000188313.12	PLSCR1	5359
ENSG00000188315.7	C3orf62	375341
ENSG00000188316.13	ENO4	387712
ENSG00000188321.13	ZNF559	84527
ENSG00000188322.4	SBK1	388228
ENSG00000188324.4	OR6C6	283365
ENSG00000188334.3	BSPH1	100131137
ENSG00000188338.14	SLC38A3	10991
ENSG00000188340.2	OR6N2	81442
ENSG00000188342.11	GTF2F2	2963
ENSG00000188343.12	FAM92A	137392
ENSG00000188352.12	FOCAD	54914
ENSG00000188368.9	PRR19	284338
ENSG00000188372.14	ZP3	7784
ENSG00000188373.4	C10orf99	387695
ENSG00000188375.4	H3F3C	440093
ENSG00000188379.6	IFNA2	3440
ENSG00000188385.11	JAKMIP3	282973
ENSG00000188386.6	PPP3R2	5535
ENSG00000188389.10	PDCD1	5133
ENSG00000188393.8	CLEC2A	387836
ENSG00000188394.6	GPR21	NA
ENSG00000188396.3	TCTEX1D4	343521
ENSG00000188404.8	SELL	6402
ENSG00000188408.5	MAGEB5	347541
ENSG00000188419.13	CHM	1121
ENSG00000188425.3	NANOS2	339345
ENSG00000188428.19	BLOC1S5	63915
ENSG00000188452.13	CERKL	375298
ENSG00000188467.10	SLC24A5	283652
ENSG00000188483.7	IER5L	389792
ENSG00000188486.3	H2AFX	3014
ENSG00000188487.11	INSC	387755
ENSG00000188488.13	SERPINA5	5104
ENSG00000188493.14	C19orf54	284325
ENSG00000188501.11	LCTL	197021
ENSG00000188505.4	NCCRP1	342897
ENSG00000188508.10	KRTDAP	388533
ENSG00000188517.14	COL25A1	84570
ENSG00000188522.14	FAM83G	644815
ENSG00000188523.8	CFAP77	389799
ENSG00000188529.14	SRSF10	10772
ENSG00000188536.12	HBA2	3040
ENSG00000188542.9	DUSP28	285193
ENSG00000188549.12	C15orf52	388115
ENSG00000188554.13	NBR1	4077
ENSG00000188558.6	OR2G6	391211
ENSG00000188559.13	RALGAPA2	57186
ENSG00000188566.13	NDOR1	27158
ENSG00000188573.7	FBLL1	NA
ENSG00000188580.14	NKAIN2	154215
ENSG00000188581.8	KRTAP1-1	81851
ENSG00000188582.8	PAQR9	344838
ENSG00000188585.8	CLEC20A	NA
ENSG00000188596.10	CFAP54	144535
ENSG00000188603.18	CLN3	1201
ENSG00000188610.12	FAM72B	653820
ENSG00000188611.14	ASAH2	56624
ENSG00000188612.11	SUMO2	6613
ENSG00000188613.6	NANOS1	340719
ENSG00000188620.9	HMX3	340784
ENSG00000188624.2	IGFL3	388555
ENSG00000188626.6	GOLGA8M	653720
ENSG00000188629.11	ZNF177	7730
ENSG00000188636.3	RTL6	84247
ENSG00000188641.12	DPYD	1806
ENSG00000188643.10	S100A16	140576
ENSG00000188647.12	PTAR1	375743
ENSG00000188649.12	CC2D2B	387707
ENSG00000188655.10	RNASE9	390443
ENSG00000188659.9	SAXO2	283726
ENSG00000188672.17	RHCE	6006
ENSG00000188674.10	C2orf80	389073
ENSG00000188676.13	IDO2	169355
ENSG00000188677.14	PARVB	29780
ENSG00000188687.17	SLC4A5	57835
ENSG00000188690.12	UROS	7390
ENSG00000188691.5	OR56A5	390084
ENSG00000188694.5	KRTAP24-1	643803
ENSG00000188706.12	ZDHHC9	51114
ENSG00000188707.5	ZBED6CL	113763
ENSG00000188710.2	QRFP	347148
ENSG00000188716.5	DUPD1	338599
ENSG00000188725.7	SMIM15	643155
ENSG00000188729.6	OSTN	344901
ENSG00000188730.4	VWC2	375567
ENSG00000188732.10	FAM221A	340277
ENSG00000188735.12	TMEM120B	144404
ENSG00000188738.14	FSIP2	401024
ENSG00000188739.14	RBM34	23029
ENSG00000188747.8	NOXA1	10811
ENSG00000188760.10	TMEM198	130612
ENSG00000188761.11	BCL2L15	440603
ENSG00000188763.4	FZD9	8326
ENSG00000188766.12	SPRED3	399473
ENSG00000188770.9	OPTC	26254
ENSG00000188771.4	PLET1	349633
ENSG00000188778.5	ADRB3	155
ENSG00000188779.10	SKOR1	390598
ENSG00000188782.8	CATSPER4	378807
ENSG00000188783.5	PRELP	5549
ENSG00000188784.4	PLA2G2E	30814
ENSG00000188785.11	ZNF548	147694
ENSG00000188786.9	MTF1	4520
ENSG00000188800.5	TMCO2	127391
ENSG00000188803.14	SHISA6	388336
ENSG00000188807.12	TMEM201	199953
ENSG00000188811.13	NHLRC3	387921
ENSG00000188816.3	HMX2	3167
ENSG00000188817.7	SNTN	132203
ENSG00000188818.12	ZDHHC11	79844
ENSG00000188820.12	FAM26F	441168
ENSG00000188822.7	CNR2	1269
ENSG00000188827.10	SLX4	84464
ENSG00000188828.11	GLRA4	441509
ENSG00000188833.9	ENTPD8	377841
ENSG00000188846.13	RPL14	9045
ENSG00000188848.15	BEND4	389206
ENSG00000188859.6	FAM78B	149297
ENSG00000188868.13	ZNF563	147837
ENSG00000188869.12	TMC3	342125
ENSG00000188878.19	FBF1	85302
ENSG00000188883.4	KLRG2	346689
ENSG00000188886.3	ASTL	431705
ENSG00000188895.11	MSL1	339287
ENSG00000188897.8	NA	400499
ENSG00000188906.14	LRRK2	120892
ENSG00000188909.4	BSX	390259
ENSG00000188910.7	GJB3	2707
ENSG00000188916.8	FAM196A	642938
ENSG00000188917.14	TRMT2B	79979
ENSG00000188921.13	HACD4	401494
ENSG00000188931.3	CFAP126	257177
ENSG00000188937.5	NYX	60506
ENSG00000188938.15	FAM120AOS	158293
ENSG00000188958.9	UTS2B	257313
ENSG00000188959.9	C9orf152	401546
ENSG00000188976.10	NOC2L	26155
ENSG00000188981.10	MSANTD1	345222
ENSG00000188984.11	AADACL3	126767
ENSG00000188986.6	NELFB	25920
ENSG00000188991.3	SLC15A5	729025
ENSG00000188992.11	LIPI	149998
ENSG00000188993.3	LRRC66	339977
ENSG00000188994.12	ZNF292	23036
ENSG00000188996.4	HUS1B	135458
ENSG00000188997.7	KCTD21	283219
ENSG00000189001.10	SBSN	374897
ENSG00000189007.15	ADAT2	134637
ENSG00000189013.14	KIR2DL4	3805
ENSG00000189023.10	MAGEB16	139604
ENSG00000189030.9	VHLL	391104
ENSG00000189037.7	DUSP21	63904
ENSG00000189042.13	ZNF567	163081
ENSG00000189043.9	NDUFA4	4697
ENSG00000189045.13	ANKDD1B	728780
ENSG00000189046.10	ALKBH2	121642
ENSG00000189050.15	RNFT1	51136
ENSG00000189051.5	RNF222	643904
ENSG00000189052.6	CGB5	93659
ENSG00000189056.13	RELN	5649
ENSG00000189057.10	FAM111B	374393
ENSG00000189058.8	APOD	347
ENSG00000189060.5	H1F0	3005
ENSG00000189064.8	GAGE2A	729447
ENSG00000189067.12	LITAF	9516
ENSG00000189068.9	VSTM1	284415
ENSG00000189077.10	TMEM120A	83862
ENSG00000189079.15	ARID2	196528
ENSG00000189090.7	FAM25G	100133093
ENSG00000189091.12	SF3B3	23450
ENSG00000189099.11	PRSS48	345062
ENSG00000189108.12	IL1RAPL2	26280
ENSG00000189114.6	BLOC1S3	388552
ENSG00000189120.4	SP6	80320
ENSG00000189127.7	ANKRD34B	340120
ENSG00000189129.13	PLAC9	219348
ENSG00000189132.6	FAM47B	170062
ENSG00000189134.3	NKAPL	222698
ENSG00000189139.5	FSCB	84075
ENSG00000189143.9	CLDN4	1364
ENSG00000189144.13	ZNF573	126231
ENSG00000189152.10	GRAPL	400581
ENSG00000189157.13	FAM47E	100129583
ENSG00000189159.15	JPT1	51155
ENSG00000189164.14	ZNF527	84503
ENSG00000189167.11	ZAR1L	646799
ENSG00000189169.7	KRTAP10-12	386685
ENSG00000189171.14	S100A13	6284
ENSG00000189180.15	ZNF33A	7581
ENSG00000189181.4	OR14I1	401994
ENSG00000189182.9	KRT77	374454
ENSG00000189184.11	PCDH18	54510
ENSG00000189186.10	DCAF8L2	347442
ENSG00000189190.9	ZNF600	162966
ENSG00000189195.11	NA	NA
ENSG00000189221.9	MAOA	4128
ENSG00000189227.5	C15orf61	145853
ENSG00000189233.11	NUGGC	389643
ENSG00000189241.6	TSPYL1	7259
ENSG00000189252.4	SPANXN3	139067
ENSG00000189253.7	TRIM64B	642446
ENSG00000189266.11	PNRC2	55629
ENSG00000189269.12	DRICH1	51233
ENSG00000189280.3	GJB5	2709
ENSG00000189283.9	FHIT	2272
ENSG00000189292.15	ALKAL2	285016
ENSG00000189298.13	ZKSCAN3	80317
ENSG00000189299.6	FOXR2	139628
ENSG00000189306.10	RRP7A	27341
ENSG00000189308.10	LIN54	132660
ENSG00000189319.13	FAM53B	9679
ENSG00000189320.8	FAM180A	389558
ENSG00000189325.6	C6orf222	389384
ENSG00000189326.4	SPANXN4	441525
ENSG00000189334.8	S100A14	57402
ENSG00000189337.16	KAZN	23254
ENSG00000189339.11	SLC35E2B	728661
ENSG00000189350.12	TOGARAM2	165186
ENSG00000189357.8	SPATA31D4	389761
ENSG00000189362.11	NEMP2	100131211
ENSG00000189366.9	ALG1L	200810
ENSG00000189367.14	KIAA0408	9729
ENSG00000189369.8	GSPT2	23708
ENSG00000189375.10	TBC1D28	254272
ENSG00000189376.11	C8orf76	84933
ENSG00000189377.8	CXCL17	284340
ENSG00000189401.2	OTUD6A	139562
ENSG00000189403.14	HMGB1	3146
ENSG00000189409.13	MMP23B	8510
ENSG00000189410.11	SH2D5	400745
ENSG00000189420.8	ZFP92	139735
ENSG00000189430.12	NCR1	9437
ENSG00000189431.7	RASSF10	644943
ENSG00000189433.5	GJB4	127534
ENSG00000196071.5	OR2L13	284521
ENSG00000196072.11	BLOC1S2	282991
ENSG00000196074.12	SYCP2	10388
ENSG00000196081.9	ZNF724	NA
ENSG00000196083.9	IL1RAP	3556
ENSG00000196090.12	PTPRT	11122
ENSG00000196091.13	MYBPC1	4604
ENSG00000196092.12	PAX5	5079
ENSG00000196098.2	OR5K4	403278
ENSG00000196099.4	OR6M1	390261
ENSG00000196104.10	SPOCK3	50859
ENSG00000196109.6	ZNF676	163223
ENSG00000196110.7	ZNF699	374879
ENSG00000196116.7	TDRD7	23424
ENSG00000196118.11	CCDC189	90835
ENSG00000196119.7	OR8A1	390275
ENSG00000196123.12	KIAA0895L	653319
ENSG00000196126.11	HLA-DRB1	3123
ENSG00000196131.6	VN1R2	317701
ENSG00000196132.11	MYT1	4661
ENSG00000196136.17	SERPINA3	12
ENSG00000196139.13	AKR1C3	8644
ENSG00000196141.13	SPATS2L	26010
ENSG00000196150.13	ZNF250	58500
ENSG00000196151.10	WDSUB1	151525
ENSG00000196152.10	ZNF79	7633
ENSG00000196154.11	S100A4	6275
ENSG00000196155.12	PLEKHG4	25894
ENSG00000196156.4	KRTAP4-3	85290
ENSG00000196159.11	FAT4	79633
ENSG00000196166.3	C8orf86	389649
ENSG00000196169.14	KIF19	124602
ENSG00000196171.3	OR6K2	81448
ENSG00000196172.9	ZNF681	148213
ENSG00000196177.12	ACADSB	36
ENSG00000196182.10	STK40	83931
ENSG00000196184.9	OR10J1	26476
ENSG00000196187.11	TMEM63A	9725
ENSG00000196188.10	CTSE	1510
ENSG00000196189.12	SEMA4A	64218
ENSG00000196196.2	HRCT1	646962
ENSG00000196199.13	MPHOSPH8	54737
ENSG00000196208.13	GREB1	9687
ENSG00000196209.12	SIRPB2	284759
ENSG00000196214.10	ZNF766	90321
ENSG00000196218.12	RYR1	6261
ENSG00000196220.15	SRGAP3	9901
ENSG00000196224.7	KRTAP5-3	387266
ENSG00000196227.10	FAM217B	63939
ENSG00000196228.3	SULT1C3	442038
ENSG00000196230.12	TUBB	203068
ENSG00000196233.13	LCOR	84458
ENSG00000196235.13	SUPT5H	6829
ENSG00000196236.12	XPNPEP3	63929
ENSG00000196240.4	OR2T2	401992
ENSG00000196242.8	OR2C3	81472
ENSG00000196247.11	ZNF107	51427
ENSG00000196248.5	OR10S1	219873
ENSG00000196260.4	SFTA2	389376
ENSG00000196262.13	PPIA	5478
ENSG00000196263.7	ZNF471	57573
ENSG00000196266.4	OR10J3	441911
ENSG00000196267.12	ZNF836	162962
ENSG00000196268.11	ZNF493	284443
ENSG00000196275.13	GTF2IRD2	84163
ENSG00000196277.15	GRM7	2917
ENSG00000196284.15	SUPT3H	8464
ENSG00000196289.7	BECN2	441925
ENSG00000196290.14	NIF3L1	60491
ENSG00000196296.13	ATP2A1	487
ENSG00000196305.17	IARS	3376
ENSG00000196312.12	MFSD14C	NA
ENSG00000196313.11	POM121	9883
ENSG00000196323.12	ZBTB44	29068
ENSG00000196329.11	GIMAP5	55340
ENSG00000196335.12	STK31	56164
ENSG00000196337.11	CGB7	94027
ENSG00000196338.12	NLGN3	54413
ENSG00000196341.3	OR8D1	283159
ENSG00000196344.11	ADH7	131
ENSG00000196345.12	ZKSCAN7	55888
ENSG00000196350.8	ZNF729	100287226
ENSG00000196352.14	CD55	1604
ENSG00000196353.11	CPNE4	131034
ENSG00000196357.11	ZNF565	147929
ENSG00000196358.10	NTNG2	84628
ENSG00000196361.9	ELAVL3	1995
ENSG00000196363.9	WDR5	11091
ENSG00000196365.11	LONP1	9361
ENSG00000196367.12	TRRAP	8295
ENSG00000196368.4	NUDT11	55190
ENSG00000196369.11	SRGAP2B	647135
ENSG00000196371.3	FUT4	2526
ENSG00000196372.12	ASB13	79754
ENSG00000196376.10	SLC35F1	222553
ENSG00000196378.11	ZNF34	80778
ENSG00000196381.10	ZNF781	163115
ENSG00000196383.6	OR4Q2	390432
ENSG00000196387.9	ZNF140	7699
ENSG00000196388.8	INCA1	388324
ENSG00000196391.10	ZNF774	342132
ENSG00000196396.9	PTPN1	5770
ENSG00000196405.12	EVL	51466
ENSG00000196406.4	SPANXD	64648
ENSG00000196407.11	THEM5	284486
ENSG00000196408.11	NOXO1	124056
ENSG00000196411.9	EPHB4	2050
ENSG00000196415.9	PRTN3	5657
ENSG00000196417.12	ZNF765	91661
ENSG00000196418.12	ZNF124	7678
ENSG00000196419.12	XRCC6	2547
ENSG00000196420.7	S100A5	6276
ENSG00000196421.8	C20orf204	284739
ENSG00000196422.10	PPP1R26	9858
ENSG00000196427.13	NBPF4	148545
ENSG00000196428.12	TSC22D2	9819
ENSG00000196431.3	CRYBA4	1413
ENSG00000196433.12	ASMT	438
ENSG00000196433.12_PAR_Y	ASMT	438
ENSG00000196436.8	NPIPB15	440348
ENSG00000196437.10	ZNF569	148266
ENSG00000196440.11	ARMCX4	100131755
ENSG00000196449.3	YRDC	79693
ENSG00000196453.7	ZNF777	27153
ENSG00000196455.7	PIK3R4	30849
ENSG00000196456.11	ZNF775	285971
ENSG00000196458.10	ZNF605	100289635
ENSG00000196459.13	TRAPPC2	6399
ENSG00000196460.12	RFX8	731220
ENSG00000196465.10	MYL6B	140465
ENSG00000196466.10	ZNF799	90576
ENSG00000196468.7	FGF16	8823
ENSG00000196470.11	SIAH1	6477
ENSG00000196475.5	GK2	2712
ENSG00000196476.11	C20orf96	140680
ENSG00000196482.16	ESRRG	2104
ENSG00000196497.16	IPO4	79711
ENSG00000196498.13	NCOR2	9612
ENSG00000196502.11	SULT1A1	6817
ENSG00000196503.3	ARL9	132946
ENSG00000196504.15	PRPF40A	55660
ENSG00000196505.10	GDAP2	54834
ENSG00000196507.10	TCEAL3	85012
ENSG00000196510.12	ANAPC7	51434
ENSG00000196511.14	TPK1	27010
ENSG00000196517.11	SLC6A9	6536
ENSG00000196526.10	AFAP1	60312
ENSG00000196531.10	NACA	4666
ENSG00000196535.15	MYO18A	399687
ENSG00000196539.3	OR2T3	343173
ENSG00000196542.8	SPTSSB	165679
ENSG00000196544.7	BORCS6	54785
ENSG00000196547.14	MAN2A2	4122
ENSG00000196549.10	MME	4311
ENSG00000196550.10	FAM72A	729533
ENSG00000196553.15	CCDC196	440184
ENSG00000196557.12	CACNA1H	8912
ENSG00000196562.14	SULF2	55959
ENSG00000196565.13	HBG2	3048
ENSG00000196569.11	LAMA2	3908
ENSG00000196570.2	PFN3	345456
ENSG00000196576.14	PLXNB2	23654
ENSG00000196578.4	OR5AC2	81050
ENSG00000196581.10	AJAP1	55966
ENSG00000196584.2	XRCC2	7516
ENSG00000196586.13	MYO6	4646
ENSG00000196588.14	MKL1	57591
ENSG00000196589.6	MBD3L2B	729458
ENSG00000196591.11	HDAC2	3066
ENSG00000196597.11	ZNF782	158431
ENSG00000196600.12	SLC22A25	387601
ENSG00000196604.12	POTEF	728378
ENSG00000196605.7	ZNF846	162993
ENSG00000196611.4	MMP1	4312
ENSG00000196616.13	ADH1B	125
ENSG00000196620.9	UGT2B15	7366
ENSG00000196628.15	TCF4	6925
ENSG00000196632.10	WNK3	65267
ENSG00000196636.7	SDHAF3	57001
ENSG00000196639.6	HRH1	3269
ENSG00000196642.18	RABL6	55684
ENSG00000196646.11	ZNF136	7695
ENSG00000196652.11	ZKSCAN5	23660
ENSG00000196653.11	ZNF502	91392
ENSG00000196655.11	TRAPPC4	51399
ENSG00000196659.9	TTC30B	150737
ENSG00000196660.10	SLC30A10	55532
ENSG00000196663.15	TECPR2	9895
ENSG00000196664.4	TLR7	51284
ENSG00000196666.4	FAM180B	399888
ENSG00000196670.13	ZFP62	643836
ENSG00000196678.13	ERI2	112479
ENSG00000196683.10	TOMM7	54543
ENSG00000196684.12	HSH2D	84941
ENSG00000196689.11	TRPV1	7442
ENSG00000196693.14	ZNF33B	7582
ENSG00000196700.8	ZNF512B	57473
ENSG00000196704.11	AMZ2	51321
ENSG00000196705.8	ZNF431	170959
ENSG00000196711.8	ALKAL1	389658
ENSG00000196712.17	NF1	4763
ENSG00000196715.5	VKORC1L1	154807
ENSG00000196724.12	ZNF418	147686
ENSG00000196730.12	DAPK1	1612
ENSG00000196734.8	LCE1B	353132
ENSG00000196735.11	HLA-DQA1	3117
ENSG00000196739.14	COL27A1	85301
ENSG00000196743.8	GM2A	2760
ENSG00000196747.4	HIST1H2AI	8329
ENSG00000196748.9	CLPSL2	389383
ENSG00000196754.10	S100A2	6273
ENSG00000196757.7	ZNF700	90592
ENSG00000196767.6	POU3F4	5456
ENSG00000196772.4	OR14A16	284532
ENSG00000196776.14	CD47	961
ENSG00000196778.3	OR52K1	390036
ENSG00000196781.14	TLE1	7088
ENSG00000196782.12	MAML3	55534
ENSG00000196787.3	HIST1H2AG	8969
ENSG00000196792.11	STRN3	29966
ENSG00000196793.13	ZNF239	8187
ENSG00000196800.6	SPINK14	408187
ENSG00000196805.7	SPRR2B	6701
ENSG00000196811.11	CHRNG	1146
ENSG00000196812.4	ZSCAN16	80345
ENSG00000196814.14	MVB12B	89853
ENSG00000196821.9	C6orf106	64771
ENSG00000196826.7	NA	NA
ENSG00000196832.4	OR11G2	390439
ENSG00000196834.11	POTEI	653269
ENSG00000196839.12	ADA	100
ENSG00000196843.15	ARID5A	10865
ENSG00000196844.8	PATE2	399967
ENSG00000196850.5	PPTC7	160760
ENSG00000196859.7	KRT39	390792
ENSG00000196860.7	TOMM20L	387990
ENSG00000196862.9	RGPD4	285190
ENSG00000196865.4	NHLRC2	374354
ENSG00000196866.2	HIST1H2AD	3013
ENSG00000196867.7	ZFP28	140612
ENSG00000196872.11	KIAA1211L	343990
ENSG00000196873.15	CBWD3	445571
ENSG00000196876.15	SCN8A	6334
ENSG00000196878.14	LAMB3	3914
ENSG00000196890.4	HIST3H2BB	128312
ENSG00000196900.4	TEX43	389320
ENSG00000196911.10	KPNA5	3841
ENSG00000196912.12	ANKRD36B	57730
ENSG00000196914.8	ARHGEF12	23365
ENSG00000196917.5	HCAR1	27198
ENSG00000196923.13	PDLIM7	9260
ENSG00000196924.14	FLNA	2316
ENSG00000196932.11	TMEM26	219623
ENSG00000196935.8	SRGAP1	57522
ENSG00000196937.10	FAM3C	10447
ENSG00000196943.12	NOP9	161424
ENSG00000196944.4	OR2T4	127074
ENSG00000196946.10	ZNF705A	440077
ENSG00000196950.13	SLC39A10	57181
ENSG00000196954.13	CASP4	837
ENSG00000196961.12	AP2A1	160
ENSG00000196967.10	ZNF585A	199704
ENSG00000196968.10	FUT11	170384
ENSG00000196972.8	SMIM10L2B	644596
ENSG00000196975.15	ANXA4	307
ENSG00000196976.7	LAGE3	8270
ENSG00000196981.3	WDR5B	54554
ENSG00000196990.8	FAM163B	642968
ENSG00000196993.8	NPIPB9	100507607
ENSG00000196998.17	WDR45	11152
ENSG00000197006.13	METTL9	51108
ENSG00000197008.9	ZNF138	7697
ENSG00000197013.9	ZNF429	353088
ENSG00000197016.11	ZNF470	388566
ENSG00000197019.4	SERTAD1	29950
ENSG00000197020.10	ZNF100	163227
ENSG00000197021.8	CXorf40B	541578
ENSG00000197024.8	ZNF398	57541
ENSG00000197037.10	ZSCAN25	221785
ENSG00000197043.13	ANXA6	309
ENSG00000197044.10	ZNF441	126068
ENSG00000197045.12	GMFB	2764
ENSG00000197046.11	SIGLEC15	284266
ENSG00000197050.10	ZNF420	147923
ENSG00000197054.11	ZNF763	284390
ENSG00000197056.9	ZMYM1	79830
ENSG00000197057.9	DTHD1	401124
ENSG00000197061.4	HIST1H4C	8364
ENSG00000197062.11	ZSCAN26	7741
ENSG00000197063.10	MAFG	4097
ENSG00000197070.13	ARRDC1	92714
ENSG00000197077.13	KIAA1671	85379
ENSG00000197079.8	KRT35	3886
ENSG00000197081.12	IGF2R	3482
ENSG00000197084.5	LCE1C	353133
ENSG00000197093.10	GAL3ST4	79690
ENSG00000197102.10	DYNC1H1	1778
ENSG00000197106.6	SLC6A17	388662
ENSG00000197110.8	IFNL3	282617
ENSG00000197111.15	PCBP2	5094
ENSG00000197114.11	ZGPAT	84619
ENSG00000197119.12	SLC25A29	123096
ENSG00000197121.14	PGAP1	80055
ENSG00000197122.11	SRC	6714
ENSG00000197123.9	ZNF679	168417
ENSG00000197124.11	ZNF682	91120
ENSG00000197125.3	OR8B8	26493
ENSG00000197128.11	ZNF772	400720
ENSG00000197134.11	ZNF257	113835
ENSG00000197136.4	PCNX3	399909
ENSG00000197140.14	ADAM32	203102
ENSG00000197142.10	ACSL5	51703
ENSG00000197147.13	LRRC8B	23507
